site,lat,lon,area,YYYY,MONTH,SSTmonthly
Green Island Marine Research Station,22.676167,121.499796,Green Island,2017,10,28.6899993587285
Green Island Marine Research Station,22.676167,121.499796,Green Island,2012,9,28.4399993643165
Green Island Marine Research Station,22.676167,121.499796,Green Island,2005,3,24.1699994597584
Green Island Marine Research Station,22.676167,121.499796,Green Island,2007,2,25.9199994206429
Green Island Marine Research Station,22.676167,121.499796,Green Island,2004,4,26.5499994065613
Green Island Marine Research Station,22.676167,121.499796,Green Island,2003,3,25.1299994383007
Green Island Marine Research Station,22.676167,121.499796,Green Island,2016,7,29.8299993332475
Green Island Marine Research Station,22.676167,121.499796,Green Island,2015,3,24.7299994472414
Green Island Marine Research Station,22.676167,121.499796,Green Island,2003,5,27.6299993824214
Green Island Marine Research Station,22.676167,121.499796,Green Island,2011,4,25.3999994322658
Green Island Marine Research Station,22.676167,121.499796,Green Island,2012,3,26.419999409467
Green Island Marine Research Station,22.676167,121.499796,Green Island,2008,4,26.999999396503
Green Island Marine Research Station,22.676167,121.499796,Green Island,2016,5,28.1899993699044
Green Island Marine Research Station,22.676167,121.499796,Green Island,2000,7,28.6599993593991
Green Island Marine Research Station,22.676167,121.499796,Green Island,2015,10,27.5999993830919
Green Island Marine Research Station,22.676167,121.499796,Green Island,2007,7,29.9399993307889
Green Island Marine Research Station,22.676167,121.499796,Green Island,2008,6,28.6299993600696
Green Island Marine Research Station,22.676167,121.499796,Green Island,2010,9,29.0599993504584
Green Island Marine Research Station,22.676167,121.499796,Green Island,2001,12,24.6699994485825
Green Island Marine Research Station,22.676167,121.499796,Green Island,2017,7,29.9299993310124
Green Island Marine Research Station,22.676167,121.499796,Green Island,2016,3,24.8299994450063
Green Island Marine Research Station,22.676167,121.499796,Green Island,2014,7,29.8199993334711
Green Island Marine Research Station,22.676167,121.499796,Green Island,2013,3,26.2499994132668
Green Island Marine Research Station,22.676167,121.499796,Green Island,2020,5,28.3499993663281
Green Island Marine Research Station,22.676167,121.499796,Green Island,2011,7,28.6899993587285
Green Island Marine Research Station,22.676167,121.499796,Green Island,2014,11,26.6199994049966
Green Island Marine Research Station,22.676167,121.499796,Green Island,2003,12,25.1999994367361
Green Island Marine Research Station,22.676167,121.499796,Green Island,2016,10,28.3899993654341
Green Island Marine Research Station,22.676167,121.499796,Green Island,2011,9,28.3599993661046
Green Island Marine Research Station,22.676167,121.499796,Green Island,2009,6,28.3899993654341
Green Island Marine Research Station,22.676167,121.499796,Green Island,2008,2,24.9099994432181
Green Island Marine Research Station,22.676167,121.499796,Green Island,2005,4,26.4499994087964
Green Island Marine Research Station,22.676167,121.499796,Green Island,2019,3,25.6399994269013
Green Island Marine Research Station,22.676167,121.499796,Green Island,2005,1,23.6699994709343
Green Island Marine Research Station,22.676167,121.499796,Green Island,2015,7,29.1799993477762
Green Island Marine Research Station,22.676167,121.499796,Green Island,2011,1,24.0399994626641
Green Island Marine Research Station,22.676167,121.499796,Green Island,2020,12,25.4299994315952
Green Island Marine Research Station,22.676167,121.499796,Green Island,2019,2,25.4399994313717
Green Island Marine Research Station,22.676167,121.499796,Green Island,2015,9,28.7099993582815
Green Island Marine Research Station,22.676167,121.499796,Green Island,2004,12,24.3299994561821
Green Island Marine Research Station,22.676167,121.499796,Green Island,2008,1,25.1699994374067
Green Island Marine Research Station,22.676167,121.499796,Green Island,2008,3,25.4999994300306
Green Island Marine Research Station,22.676167,121.499796,Green Island,2010,6,28.4999993629754
Green Island Marine Research Station,22.676167,121.499796,Green Island,2009,2,24.9399994425476
Green Island Marine Research Station,22.676167,121.499796,Green Island,2011,2,24.7899994459003
Green Island Marine Research Station,22.676167,121.499796,Green Island,2002,12,25.9699994195253
Green Island Marine Research Station,22.676167,121.499796,Green Island,2006,1,24.4499994534999
Green Island Marine Research Station,22.676167,121.499796,Green Island,2017,6,29.2299993466586
Green Island Marine Research Station,22.676167,121.499796,Green Island,2012,1,23.7799994684756
Green Island Marine Research Station,22.676167,121.499796,Green Island,2013,7,29.549999339506
Green Island Marine Research Station,22.676167,121.499796,Green Island,2005,10,27.9299993757159
Green Island Marine Research Station,22.676167,121.499796,Green Island,2001,4,26.9099993985146
Green Island Marine Research Station,22.676167,121.499796,Green Island,2005,8,28.96999935247
Green Island Marine Research Station,22.676167,121.499796,Green Island,2018,10,27.9699993748218
Green Island Marine Research Station,22.676167,121.499796,Green Island,2013,9,28.5099993627518
Green Island Marine Research Station,22.676167,121.499796,Green Island,2006,3,25.8799994215369
Green Island Marine Research Station,22.676167,121.499796,Green Island,2010,2,25.52999942936
Green Island Marine Research Station,22.676167,121.499796,Green Island,2012,2,25.4299994315952
Green Island Marine Research Station,22.676167,121.499796,Green Island,2012,4,26.959999397397
Green Island Marine Research Station,22.676167,121.499796,Green Island,2019,12,25.0899994391948
Green Island Marine Research Station,22.676167,121.499796,Green Island,2018,6,29.259999345988
Green Island Marine Research Station,22.676167,121.499796,Green Island,2013,1,25.0999994389713
Green Island Marine Research Station,22.676167,121.499796,Green Island,2001,7,28.7699993569404
Green Island Marine Research Station,22.676167,121.499796,Green Island,2007,1,24.8399994447827
Green Island Marine Research Station,22.676167,121.499796,Green Island,2009,4,26.6099994052202
Green Island Marine Research Station,22.676167,121.499796,Green Island,2020,3,25.7999994233251
Green Island Marine Research Station,22.676167,121.499796,Green Island,2015,6,29.3099993448705
Green Island Marine Research Station,22.676167,121.499796,Green Island,2014,3,23.9899994637817
Green Island Marine Research Station,22.676167,121.499796,Green Island,2007,3,25.4199994318187
Green Island Marine Research Station,22.676167,121.499796,Green Island,2011,6,28.1899993699044
Green Island Marine Research Station,22.676167,121.499796,Green Island,2008,10,28.1699993703514
Green Island Marine Research Station,22.676167,121.499796,Green Island,2016,2,24.429999453947
Green Island Marine Research Station,22.676167,121.499796,Green Island,2019,11,26.5199994072318
Green Island Marine Research Station,22.676167,121.499796,Green Island,2020,11,27.1899993922561
Green Island Marine Research Station,22.676167,121.499796,Green Island,2017,12,25.0699994396418
Green Island Marine Research Station,22.676167,121.499796,Green Island,2009,10,27.6199993826449
Green Island Marine Research Station,22.676167,121.499796,Green Island,2013,2,25.3499994333833
Green Island Marine Research Station,22.676167,121.499796,Green Island,2013,6,29.299999345094
Green Island Marine Research Station,22.676167,121.499796,Green Island,2012,6,28.5199993625283
Green Island Marine Research Station,22.676167,121.499796,Green Island,2016,9,28.719999358058
Green Island Marine Research Station,22.676167,121.499796,Green Island,2020,2,25.6499994266778
Green Island Marine Research Station,22.676167,121.499796,Green Island,2006,10,27.8399993777275
Green Island Marine Research Station,22.676167,121.499796,Green Island,2009,3,26.2899994123727
Green Island Marine Research Station,22.676167,121.499796,Green Island,2014,6,28.8299993555993
Green Island Marine Research Station,22.676167,121.499796,Green Island,2005,12,24.8799994438887
Green Island Marine Research Station,22.676167,121.499796,Green Island,2009,1,24.8099994454533
Green Island Marine Research Station,22.676167,121.499796,Green Island,2007,10,27.7499993797392
Green Island Marine Research Station,22.676167,121.499796,Green Island,2014,9,29.0799993500114
Green Island Marine Research Station,22.676167,121.499796,Green Island,2002,4,26.3299994114786
Green Island Marine Research Station,22.676167,121.499796,Green Island,2000,3,25.1099994387478
Green Island Marine Research Station,22.676167,121.499796,Green Island,2019,10,27.3399993889034
Green Island Marine Research Station,22.676167,121.499796,Green Island,2004,2,23.8699994664639
Green Island Marine Research Station,22.676167,121.499796,Green Island,2010,3,26.0399994179606
Green Island Marine Research Station,22.676167,121.499796,Green Island,2006,8,29.1199993491173
Green Island Marine Research Station,22.676167,121.499796,Green Island,2018,11,26.7899994011968
Green Island Marine Research Station,22.676167,121.499796,Green Island,2017,2,24.8099994454533
Green Island Marine Research Station,22.676167,121.499796,Green Island,2014,2,23.9599994644523
Green Island Marine Research Station,22.676167,121.499796,Green Island,2015,2,23.5699994731694
Green Island Marine Research Station,22.676167,121.499796,Green Island,2017,11,26.9399993978441
Green Island Marine Research Station,22.676167,121.499796,Green Island,2018,12,25.6299994271249
Green Island Marine Research Station,22.676167,121.499796,Green Island,2005,2,24.1099994610995
Green Island Marine Research Station,22.676167,121.499796,Green Island,2010,1,24.5999994501472
Green Island Marine Research Station,22.676167,121.499796,Green Island,2006,12,25.3099994342774
Green Island Marine Research Station,22.676167,121.499796,Green Island,2018,2,23.9299994651228
Green Island Marine Research Station,22.676167,121.499796,Green Island,2017,9,29.5599993392825
Guiwan,22.645394,121.482258,Green Island,2014,12,24.6899994481355
Guiwan,22.645394,121.482258,Green Island,2005,3,24.1799994595349
Guiwan,22.645394,121.482258,Green Island,2018,2,23.9799994640052
Guiwan,22.645394,121.482258,Green Island,2020,12,25.4499994311482
Guiwan,22.645394,121.482258,Green Island,2018,5,28.2299993690103
Guiwan,22.645394,121.482258,Green Island,2002,3,25.6999994255602
Guiwan,22.645394,121.482258,Green Island,2004,2,23.8799994662404
Guiwan,22.645394,121.482258,Green Island,2004,10,27.1299993935972
Guiwan,22.645394,121.482258,Green Island,2018,3,26.0999994166195
Guiwan,22.645394,121.482258,Green Island,2002,7,28.9099993538111
Guiwan,22.645394,121.482258,Green Island,2019,2,25.4699994307011
Guiwan,22.645394,121.482258,Green Island,2015,9,28.7399993576109
Guiwan,22.645394,121.482258,Green Island,2001,12,24.699999447912
Guiwan,22.645394,121.482258,Green Island,2015,3,24.7899994459003
Guiwan,22.645394,121.482258,Green Island,2010,8,29.7599993348122
Guiwan,22.645394,121.482258,Green Island,2002,9,28.5299993623048
Guiwan,22.645394,121.482258,Green Island,2009,3,26.3499994110316
Guiwan,22.645394,121.482258,Green Island,2000,6,28.7599993571639
Guiwan,22.645394,121.482258,Green Island,2014,10,27.2299993913621
Guiwan,22.645394,121.482258,Green Island,2006,3,25.9299994204193
Guiwan,22.645394,121.482258,Green Island,2003,3,25.1499994378537
Guiwan,22.645394,121.482258,Green Island,2005,2,24.119999460876
Guiwan,22.645394,121.482258,Green Island,2019,5,28.2999993674457
Guiwan,22.645394,121.482258,Green Island,2016,3,24.8699994441122
Guiwan,22.645394,121.482258,Green Island,2015,10,27.5999993830919
Guiwan,22.645394,121.482258,Green Island,2015,12,25.2899994347245
Guiwan,22.645394,121.482258,Green Island,2017,4,26.1599994152784
Guiwan,22.645394,121.482258,Green Island,2010,2,25.5799994282424
Guiwan,22.645394,121.482258,Green Island,2008,3,25.5199994295836
Guiwan,22.645394,121.482258,Green Island,2012,2,25.4799994304776
Guiwan,22.645394,121.482258,Green Island,2005,10,27.9299993757159
Guiwan,22.645394,121.482258,Green Island,2009,2,24.9399994425476
Guiwan,22.645394,121.482258,Green Island,2017,5,27.4399993866682
Guiwan,22.645394,121.482258,Green Island,2004,3,24.8699994441122
Guiwan,22.645394,121.482258,Green Island,2006,2,25.1899994369596
Guiwan,22.645394,121.482258,Green Island,2019,4,27.0499993953854
Guiwan,22.645394,121.482258,Green Island,2020,2,25.6999994255602
Guiwan,22.645394,121.482258,Green Island,2017,3,25.3299994338304
Guiwan,22.645394,121.482258,Green Island,2013,10,27.4799993857741
Guiwan,22.645394,121.482258,Green Island,2014,3,24.0399994626641
Guiwan,22.645394,121.482258,Green Island,2017,12,25.0899994391948
Guiwan,22.645394,121.482258,Green Island,2011,2,24.7999994456768
Guiwan,22.645394,121.482258,Green Island,2013,2,25.3899994324893
Guiwan,22.645394,121.482258,Green Island,2010,3,26.0499994177371
Guiwan,22.645394,121.482258,Green Island,2010,12,24.8799994438887
Guiwan,22.645394,121.482258,Green Island,2013,8,29.3699993435293
Guiwan,22.645394,121.482258,Green Island,2007,12,25.0199994407594
Guiwan,22.645394,121.482258,Green Island,2013,6,29.3399993441999
Guiwan,22.645394,121.482258,Green Island,2001,10,27.4199993871152
Guiwan,22.645394,121.482258,Green Island,2005,1,23.6899994704872
Guiwan,22.645394,121.482258,Green Island,2010,6,28.5599993616343
Guiwan,22.645394,121.482258,Green Island,2004,12,24.3399994559586
Guiwan,22.645394,121.482258,Green Island,2015,1,23.6599994711578
Guiwan,22.645394,121.482258,Green Island,2018,12,25.6599994264543
Guiwan,22.645394,121.482258,Green Island,2013,4,26.3599994108081
Guiwan,22.645394,121.482258,Green Island,2000,2,24.1499994602054
Guiwan,22.645394,121.482258,Green Island,2011,3,24.2999994568527
Guiwan,22.645394,121.482258,Green Island,2001,6,28.8199993558228
Guiwan,22.645394,121.482258,Green Island,2003,7,29.1799993477762
Guiwan,22.645394,121.482258,Green Island,2011,8,29.2399993464351
Guiwan,22.645394,121.482258,Green Island,2016,9,28.7399993576109
Guiwan,22.645394,121.482258,Green Island,2019,3,25.6799994260073
Guiwan,22.645394,121.482258,Green Island,2018,4,26.9099993985146
Guiwan,22.645394,121.482258,Green Island,2000,3,25.1199994385243
Guiwan,22.645394,121.482258,Green Island,2003,9,28.6499993596226
Guiwan,22.645394,121.482258,Green Island,2002,12,25.9899994190782
Guiwan,22.645394,121.482258,Green Island,2019,12,25.0999994389713
Guiwan,22.645394,121.482258,Green Island,2014,4,26.5199994072318
Guiwan,22.645394,121.482258,Green Island,2001,2,24.8199994452298
Guiwan,22.645394,121.482258,Green Island,2014,2,23.9899994637817
Guiwan,22.645394,121.482258,Green Island,2006,10,27.8399993777275
Guiwan,22.645394,121.482258,Green Island,2020,5,28.3899993654341
Guiwan,22.645394,121.482258,Green Island,2007,3,25.4399994313717
Guiwan,22.645394,121.482258,Green Island,2009,8,29.0799993500114
Guiwan,22.645394,121.482258,Green Island,2012,6,28.5399993620813
Guiwan,22.645394,121.482258,Green Island,2004,9,28.5399993620813
Guiwan,22.645394,121.482258,Green Island,2001,3,26.109999416396
Guiwan,22.645394,121.482258,Green Island,2016,10,28.4199993647635
Guiwan,22.645394,121.482258,Green Island,2016,12,25.7599994242191
Guiwan,22.645394,121.482258,Green Island,2000,12,25.7799994237721
Guiwan,22.645394,121.482258,Green Island,2016,4,26.709999402985
Guiwan,22.645394,121.482258,Green Island,2016,2,24.4599994532764
Guiwan,22.645394,121.482258,Green Island,2018,9,28.699999358505
Guiwan,22.645394,121.482258,Green Island,2007,10,27.7599993795157
Guiwan,22.645394,121.482258,Green Island,2011,1,24.0599994622171
Guiwan,22.645394,121.482258,Green Island,2005,5,28.3499993663281
Guiwan,22.645394,121.482258,Green Island,2002,11,26.7999994009733
Guiwan,22.645394,121.482258,Green Island,2020,10,28.4699993636459
Guiwan,22.645394,121.482258,Green Island,2010,4,26.3199994117022
Guiwan,22.645394,121.482258,Green Island,2017,10,28.6899993587285
Guiwan,22.645394,121.482258,Green Island,2007,2,25.9499994199723
Guiwan,22.645394,121.482258,Green Island,2018,1,23.7499994691461
Guiwan,22.645394,121.482258,Green Island,2012,9,28.4499993640929
Guiwan,22.645394,121.482258,Green Island,2002,1,25.0899994391948
Guiwan,22.645394,121.482258,Green Island,2017,2,24.8399994447827
Guiwan,22.645394,121.482258,Green Island,2019,9,28.699999358505
Guiwan,22.645394,121.482258,Green Island,2012,3,26.4499994087964
Guiwan,22.645394,121.482258,Green Island,2011,12,24.7399994470179
Guiwan,22.645394,121.482258,Green Island,2014,8,29.299999345094
Guiwan,22.645394,121.482258,Green Island,2008,12,25.9899994190782
Guiwan,22.645394,121.482258,Green Island,2014,6,28.8899993542582
Guiwan,22.645394,121.482258,Green Island,2002,10,28.0099993739277
Guiwan,22.645394,121.482258,Green Island,2006,1,24.5099994521588
Guiwan,22.645394,121.482258,Green Island,2011,6,28.2299993690103
Guiwan,22.645394,121.482258,Green Island,2005,12,24.9099994432181
Guiwan,22.645394,121.482258,Green Island,2016,1,25.3399994336069
Guiwan,22.645394,121.482258,Green Island,2013,3,26.3099994119257
Guiwan,22.645394,121.482258,Green Island,2015,4,26.2799994125962
Guiwan,22.645394,121.482258,Green Island,2002,2,24.5499994512647
Guiwan,22.645394,121.482258,Green Island,2015,2,23.5899994727224
Guiwan,22.645394,121.482258,Green Island,2002,6,28.719999358058
Guiwan,22.645394,121.482258,Green Island,2004,7,28.5599993616343
Guiwan,22.645394,121.482258,Green Island,2012,8,28.4899993631989
Guiwan,22.645394,121.482258,Green Island,2017,9,29.5799993388355
Guiwan,22.645394,121.482258,Green Island,2003,10,27.6399993821979
Guiwan,22.645394,121.482258,Green Island,2019,10,27.3499993886799
Guiwan,22.645394,121.482258,Green Island,2014,7,29.8699993323535
Guiwan,22.645394,121.482258,Green Island,2006,12,25.3199994340539
Guiwan,22.645394,121.482258,Green Island,2003,12,25.2299994360656
Guiwan,22.645394,121.482258,Green Island,2014,1,24.3099994566292
Guiwan,22.645394,121.482258,Green Island,2008,7,29.1599993482232
Guiwan,22.645394,121.482258,Green Island,2003,2,24.7499994467944
Guiwan,22.645394,121.482258,Green Island,2005,7,29.2899993453175
Guiwan,22.645394,121.482258,Green Island,2003,6,27.869999377057
Guiwan,22.645394,121.482258,Green Island,2016,8,29.569999339059
Guiwan,22.645394,121.482258,Green Island,2016,6,29.4999993406236
Guiwan,22.645394,121.482258,Green Island,2018,7,29.3799993433058
Guiwan,22.645394,121.482258,Green Island,2003,4,26.399999409914
Guiwan,22.645394,121.482258,Green Island,2005,9,28.8799993544817
Guiwan,22.645394,121.482258,Green Island,2015,7,29.2099993471056
Guiwan,22.645394,121.482258,Green Island,2015,11,27.1299993935972
Guiwan,22.645394,121.482258,Green Island,2015,5,27.869999377057
Guiwan,22.645394,121.482258,Green Island,2012,11,26.2699994128197
Guiwan,22.645394,121.482258,Green Island,2009,11,25.8499994222075
Guiwan,22.645394,121.482258,Green Island,2007,6,28.9799993522465
Guiwan,22.645394,121.482258,Green Island,2006,7,29.3699993435293
Guiwan,22.645394,121.482258,Green Island,2008,10,28.1899993699044
Guiwan,22.645394,121.482258,Green Island,2012,1,23.809999467805
Guiwan,22.645394,121.482258,Green Island,2006,5,28.139999371022
Guiwan,22.645394,121.482258,Green Island,2003,11,26.419999409467
Guiwan,22.645394,121.482258,Green Island,2000,11,26.8099994007498
Guiwan,22.645394,121.482258,Green Island,2011,4,25.4299994315952
Guiwan,22.645394,121.482258,Green Island,2018,10,27.9799993745983
Guiwan,22.645394,121.482258,Green Island,2008,2,24.949999442324
Guiwan,22.645394,121.482258,Green Island,2019,1,25.6699994262308
Guiwan,22.645394,121.482258,Green Island,2013,9,28.5299993623048
Guiwan,22.645394,121.482258,Green Island,2003,1,24.8499994445592
Guiwan,22.645394,121.482258,Green Island,2007,7,29.9699993301183
Guiwan,22.645394,121.482258,Green Island,2020,9,29.6399993374944
Guiwan,22.645394,121.482258,Green Island,2012,12,25.8899994213134
Guiwan,22.645394,121.482258,Green Island,2013,1,25.1299994383007
Guiwan,22.645394,121.482258,Green Island,2015,8,29.0199993513525
Guiwan,22.645394,121.482258,Green Island,2009,12,24.5099994521588
Guiwan,22.645394,121.482258,Green Island,2015,6,29.3799993433058
Guiwan,22.645394,121.482258,Green Island,2012,4,26.999999396503
Guiwan,22.645394,121.482258,Green Island,2001,5,27.8399993777275
Guiwan,22.645394,121.482258,Green Island,2017,11,26.9499993976206
Guiwan,22.645394,121.482258,Green Island,2020,1,25.4799994304776
Guiwan,22.645394,121.482258,Green Island,2017,1,25.0999994389713
Guiwan,22.645394,121.482258,Green Island,2011,9,28.3699993658811
Guiwan,22.645394,121.482258,Green Island,2008,11,27.5099993851036
Guiwan,22.645394,121.482258,Green Island,2000,10,28.4399993643165
Guiwan,22.645394,121.482258,Green Island,2013,12,24.9199994429946
Guiwan,22.645394,121.482258,Green Island,2019,8,29.259999345988
Guiwan,22.645394,121.482258,Green Island,2005,11,26.7699994016439
Guiwan,22.645394,121.482258,Green Island,2000,8,28.8499993551523
Guiwan,22.645394,121.482258,Green Island,2008,9,28.679999358952
Guiwan,22.645394,121.482258,Green Island,2004,4,26.5899994056672
Guiwan,22.645394,121.482258,Green Island,2002,5,27.4499993864447
Guiwan,22.645394,121.482258,Green Island,2018,11,26.8099994007498
Guiwan,22.645394,121.482258,Green Island,2008,1,25.2199994362891
Guiwan,22.645394,121.482258,Green Island,2020,4,26.9099993985146
Guiwan,22.645394,121.482258,Green Island,2007,8,29.4099993426353
Guiwan,22.645394,121.482258,Green Island,2007,4,26.4099994096905
Guiwan,22.645394,121.482258,Green Island,2020,6,29.6399993374944
Guiwan,22.645394,121.482258,Green Island,2011,10,27.1399993933737
Guiwan,22.645394,121.482258,Green Island,2004,6,28.1999993696809
Guiwan,22.645394,121.482258,Green Island,2017,8,29.6199993379414
Guiwan,22.645394,121.482258,Green Island,2017,6,29.2899993453175
Guiwan,22.645394,121.482258,Green Island,2019,7,29.6899993363768
Guiwan,22.645394,121.482258,Green Island,2001,11,26.43999940902
Guiwan,22.645394,121.482258,Green Island,2006,9,28.5099993627518
Guiwan,22.645394,121.482258,Green Island,2016,7,29.87999933213
Guiwan,22.645394,121.482258,Green Island,2016,11,26.8199994005263
Guiwan,22.645394,121.482258,Green Island,2016,5,28.2399993687868
Guiwan,22.645394,121.482258,Green Island,2013,11,25.7899994235486
Guiwan,22.645394,121.482258,Green Island,2010,11,26.3399994112551
Guiwan,22.645394,121.482258,Green Island,2008,6,28.699999358505
Guiwan,22.645394,121.482258,Green Island,2000,1,24.8299994450063
Guiwan,22.645394,121.482258,Green Island,2009,10,27.6299993824214
Guiwan,22.645394,121.482258,Green Island,2018,8,29.5399993397296
Guiwan,22.645394,121.482258,Green Island,2007,5,27.9099993761629
Guiwan,22.645394,121.482258,Green Island,2004,11,25.7499994244427
Guiwan,22.645394,121.482258,Green Island,2009,9,28.9399993531406
Guiwan,22.645394,121.482258,Green Island,2007,9,28.7699993569404
Guiwan,22.645394,121.482258,Green Island,2017,7,29.9499993305653
Guiwan,22.645394,121.482258,Green Island,2010,1,24.6199994497001
Guiwan,22.645394,121.482258,Green Island,2007,1,24.8599994443357
Guiwan,22.645394,121.482258,Green Island,2014,9,29.0999993495643
Guiwan,22.645394,121.482258,Green Island,2004,1,24.2799994572997
Guiwan,22.645394,121.482258,Green Island,2006,4,27.4199993871152
Guiwan,22.645394,121.482258,Green Island,2001,1,25.3099994342774
Guiwan,22.645394,121.482258,Green Island,2010,10,28.3799993656576
Guiwan,22.645394,121.482258,Green Island,2011,5,27.5099993851036
Guiwan,22.645394,121.482258,Green Island,2008,5,27.7699993792921
Guiwan,22.645394,121.482258,Green Island,2001,8,29.4299993421882
Guiwan,22.645394,121.482258,Green Island,2020,7,30.2199993245304
Guiwan,22.645394,121.482258,Green Island,2005,4,26.4899994079024
Guiwan,22.645394,121.482258,Green Island,2003,5,27.6599993817508
Guiwan,22.645394,121.482258,Green Island,2019,11,26.5299994070083
Guiwan,22.645394,121.482258,Green Island,2009,1,24.8299994450063
Guiwan,22.645394,121.482258,Green Island,2000,4,26.5899994056672
Guiwan,22.645394,121.482258,Green Island,2012,7,28.9999993517995
Guiwan,22.645394,121.482258,Green Island,2008,4,27.0399993956089
Guiwan,22.645394,121.482258,Green Island,2009,7,28.9199993535876
Guiwan,22.645394,121.482258,Green Island,2020,8,29.6999993361533
Guiwan,22.645394,121.482258,Green Island,2004,8,29.1299993488938
Guiwan,22.645394,121.482258,Green Island,2006,11,26.97999939695
Guiwan,22.645394,121.482258,Green Island,2018,6,29.3099993448705
Guiwan,22.645394,121.482258,Green Island,2002,8,29.0199993513525
Guiwan,22.645394,121.482258,Green Island,2010,9,29.0899993497878
Guiwan,22.645394,121.482258,Green Island,2004,5,28.3199993669987
Guiwan,22.645394,121.482258,Green Island,2020,11,27.2199993915856
Guiwan,22.645394,121.482258,Green Island,2000,7,28.719999358058
Guiwan,22.645394,121.482258,Green Island,2000,5,27.3699993882328
Guiwan,22.645394,121.482258,Green Island,2008,8,28.8499993551523
Guiwan,22.645394,121.482258,Green Island,2011,11,26.8799993991852
Guiwan,22.645394,121.482258,Green Island,2003,8,28.8699993547052
Guiwan,22.645394,121.482258,Green Island,2012,10,27.269999390468
Guiwan,22.645394,121.482258,Green Island,2005,6,28.5499993618578
Guiwan,22.645394,121.482258,Green Island,2007,11,26.0999994166195
Guiwan,22.645394,121.482258,Green Island,2013,7,29.589999338612
Guiwan,22.645394,121.482258,Green Island,2009,6,28.4499993640929
Guiwan,22.645394,121.482258,Green Island,2002,4,26.3399994112551
Guiwan,22.645394,121.482258,Green Island,2014,11,26.6399994045496
Guiwan,22.645394,121.482258,Green Island,2005,8,28.9999993517995
Guiwan,22.645394,121.482258,Green Island,2009,5,27.2799993902445
Guiwan,22.645394,121.482258,Green Island,2019,6,29.4899993408471
Guiwan,22.645394,121.482258,Green Island,2006,6,28.8199993558228
Guiwan,22.645394,121.482258,Green Island,2001,4,26.9699993971735
Guiwan,22.645394,121.482258,Green Island,2020,3,25.8299994226545
Guiwan,22.645394,121.482258,Green Island,2009,4,26.6399994045496
Guiwan,22.645394,121.482258,Green Island,2010,7,29.5799993388355
Guiwan,22.645394,121.482258,Green Island,2012,5,28.2499993685633
Guiwan,22.645394,121.482258,Green Island,2006,8,29.1499993484467
Guiwan,22.645394,121.482258,Green Island,2010,5,28.0199993737042
Guiwan,22.645394,121.482258,Green Island,2014,5,27.7199993804097
Guiwan,22.645394,121.482258,Green Island,2001,7,28.8299993555993
Guiwan,22.645394,121.482258,Green Island,2000,9,28.3899993654341
Guiwan,22.645394,121.482258,Green Island,2013,5,27.3899993877858
Guiwan,22.645394,121.482258,Green Island,2011,7,28.7299993578345
Guiwan,22.645394,121.482258,Green Island,2001,9,28.3099993672222
Guoye Village,23.57913,119.681702,Penghu,2004,10,25.3499994333833
Guoye Village,23.57913,119.681702,Penghu,2007,10,26.0199994184077
Guoye Village,23.57913,119.681702,Penghu,2003,10,26.7399994023144
Guoye Village,23.57913,119.681702,Penghu,2020,10,26.8299994003028
Guoye Village,23.57913,119.681702,Penghu,2011,9,27.4299993868917
Guoye Village,23.57913,119.681702,Penghu,2005,10,26.3799994103611
Guoye Village,23.57913,119.681702,Penghu,2005,11,24.9599994421005
Guoye Village,23.57913,119.681702,Penghu,2000,11,23.5699994731694
Guoye Village,23.57913,119.681702,Penghu,2001,3,23.5899994727224
Guoye Village,23.57913,119.681702,Penghu,2020,12,22.6799994930625
Guoye Village,23.57913,119.681702,Penghu,2012,5,26.6399994045496
Guoye Village,23.57913,119.681702,Penghu,2019,6,28.139999371022
Guoye Village,23.57913,119.681702,Penghu,2006,11,25.6399994269013
Guoye Village,23.57913,119.681702,Penghu,2007,12,22.1799995042384
Guoye Village,23.57913,119.681702,Penghu,2018,9,27.559999383986
Guoye Village,23.57913,119.681702,Penghu,2006,10,26.9099993985146
Guoye Village,23.57913,119.681702,Penghu,2019,12,22.0699995066971
Guoye Village,23.57913,119.681702,Penghu,2003,11,24.6599994488061
Guoye Village,23.57913,119.681702,Penghu,2020,2,22.2799995020032
Guoye Village,23.57913,119.681702,Penghu,2018,1,21.5599995180965
Guoye Village,23.57913,119.681702,Penghu,2017,9,28.42999936454
Guoye Village,23.57913,119.681702,Penghu,2008,11,25.1499994378537
Guoye Village,23.57913,119.681702,Penghu,2016,12,23.2999994792044
Guoye Village,23.57913,119.681702,Penghu,2014,1,21.3199995234609
Guoye Village,23.57913,119.681702,Penghu,2019,9,27.7199993804097
Guoye Village,23.57913,119.681702,Penghu,2002,11,24.9799994416535
Guoye Village,23.57913,119.681702,Penghu,2010,10,26.5299994070083
Guoye Village,23.57913,119.681702,Penghu,2006,2,21.1799995265901
Guoye Village,23.57913,119.681702,Penghu,2014,5,26.0599994175136
Guoye Village,23.57913,119.681702,Penghu,2004,12,22.5899994950742
Guoye Village,23.57913,119.681702,Penghu,2003,2,22.4699994977564
Guoye Village,23.57913,119.681702,Penghu,2017,12,22.2799995020032
Guoye Village,23.57913,119.681702,Penghu,2014,12,22.3899994995445
Guoye Village,23.57913,119.681702,Penghu,2006,4,24.9299994427711
Guoye Village,23.57913,119.681702,Penghu,2020,6,28.2699993681163
